age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
14,3,682,11,8.0,4,13,3,2,1,0.0,0,32,25,0
8,3,355,11,8.0,4,6,4,2,1,0.0,0,32,25,0
9,0,277,9,12.0,2,0,0,4,1,0.0,18,32,25,0
13,2,63,9,12.0,2,9,0,4,1,0.0,0,32,25,0
22,6,318,15,9.0,2,10,0,4,1,0.0,0,32,25,0
27,6,426,11,8.0,0,1,4,4,0,0.0,0,30,25,0
51,3,119,2,7.0,6,11,1,4,0,0.0,0,23,25,0
18,4,427,9,12.0,2,11,0,4,1,0.0,0,41,25,0
47,3,706,11,8.0,2,11,5,4,0,0.0,0,15,25,0
55,2,785,11,8.0,2,3,0,4,1,9.0,0,7,25,0
11,4,344,11,8.0,2,2,0,4,1,0.0,0,41,25,0
48,0,791,5,3.0,2,0,0,4,1,9.0,0,21,25,0
12,3,975,11,8.0,3,12,3,2,1,0.0,0,32,25,0
21,6,812,11,8.0,0,7,1,4,1,0.0,0,32,25,0
10,3,917,11,8.0,4,6,3,4,1,0.0,0,36,25,0
6,4,847,11,8.0,4,1,1,4,0,0.0,0,32,25,0
10,5,54,11,8.0,4,2,1,4,1,0.0,0,23,25,0
25,5,286,15,9.0,2,2,0,4,1,0.0,0,32,7,0
3,3,855,15,9.0,4,11,3,1,0,0.0,0,14,25,0
16,3,810,9,12.0,4,3,1,4,0,0.0,0,32,25,0
51,0,14,11,8.0,6,0,1,4,0,0.0,0,9,25,0
14,3,275,6,4.0,4,4,1,4,1,0.0,0,32,23,0
12,3,579,7,11.0,0,5,1,4,0,0.0,0,32,25,0
6,3,784,11,8.0,4,6,3,4,0,0.0,0,32,25,0
6,3,38,11,8.0,2,5,0,4,1,0.0,0,32,25,0
27,2,609,15,9.0,0,9,4,4,0,0.0,0,19,25,0
31,6,12,9,12.0,0,3,4,4,1,0.0,0,32,25,0
51,3,900,15,9.0,2,1,0,4,1,0.0,0,32,25,0
20,3,740,11,8.0,2,13,0,4,1,0.0,0,41,25,0
14,3,638,11,8.0,0,11,4,3,0,0.0,0,32,17,0
14,3,624,2,7.0,4,11,3,4,1,0.0,0,24,25,0
8,3,669,1,6.0,2,6,0,4,1,0.0,0,32,25,0
29,5,133,11,8.0,6,7,2,4,0,0.0,0,32,25,0
41,3,110,11,8.0,2,3,0,4,1,0.0,0,36,25,0
33,3,319,0,5.0,0,1,4,4,0,0.0,0,32,25,0
10,3,447,9,12.0,2,3,0,4,1,0.0,0,32,25,0
15,3,444,11,8.0,4,1,2,4,0,0.0,0,27,25,0
36,1,531,11,8.0,0,12,4,4,1,0.0,0,32,25,0
13,3,429,11,8.0,2,7,2,4,0,0.0,0,32,25,0
14,3,147,0,5.0,0,6,1,4,1,0.0,0,32,25,0
53,3,536,1,6.0,2,13,0,4,1,0.0,0,32,25,0
15,3,932,9,12.0,4,9,1,2,0,0.0,0,32,25,0
5,2,276,15,9.0,4,3,3,4,0,0.0,0,19,25,0
40,3,432,8,10.0,0,3,4,4,0,0.0,0,41,25,0
9,3,894,11,8.0,2,11,0,4,1,13.0,0,32,25,0
19,3,475,15,9.0,2,6,0,4,1,0.0,0,32,25,0
40,3,309,3,1.0,3,7,1,4,1,0.0,0,27,0,0
22,3,502,11,8.0,4,1,1,4,0,0.0,0,32,25,0
14,3,382,0,5.0,0,7,1,4,1,0.0,0,32,25,0
26,3,904,15,9.0,0,5,1,2,1,0.0,0,32,25,0
17,3,134,11,8.0,2,13,0,2,1,0.0,0,32,25,0
23,3,0,15,9.0,4,2,2,0,1,0.0,0,23,25,0
26,3,871,11,8.0,0,2,1,4,1,0.0,0,32,25,0
2,3,80,11,8.0,4,11,3,4,0,0.0,0,27,25,0
26,3,450,11,8.0,5,6,1,4,0,0.0,0,35,25,0
18,5,245,15,9.0,2,2,0,0,1,0.0,0,49,25,0
1,0,559,15,9.0,4,0,3,4,1,0.0,0,32,25,0
24,3,4,11,8.0,0,13,4,4,1,32.0,0,32,25,0
5,3,33,9,12.0,4,9,1,4,0,0.0,0,11,9,0
24,5,253,15,9.0,4,11,3,4,1,0.0,0,32,25,0
29,4,165,9,12.0,2,11,0,4,1,0.0,0,42,25,0
4,3,598,11,8.0,4,4,3,4,1,0.0,0,36,25,0
30,0,497,0,5.0,2,0,5,4,0,0.0,0,14,4,0
47,3,645,11,8.0,6,1,1,4,0,0.0,0,32,25,0
34,3,381,11,8.0,2,2,0,4,1,0.0,0,41,25,0
14,5,908,10,15.0,4,9,3,4,0,0.0,0,39,25,0
14,1,437,8,10.0,4,3,1,4,0,0.0,0,32,25,0
45,3,491,2,7.0,2,3,0,4,1,0.0,0,23,25,0
